Original Text,Prompt,Synthetic,Label,Stage,,,,
"Nvidia Corp on Tuesday announced new flagship chips for video gamers that use artificial intelligence (AI) to enhance graphics, saying it has tapped Taiwan Semiconductor Manufacturing Co to make the p","HEADLINE: Nvidia Corp on Tuesday announced new flagship chips for video gamers that use artificial intelligence (AI) to enhance graphics, saying it has tapped Taiwan Semiconductor Manufacturing Co to make the p\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL","AMD Corporation on Wednesday disclosed new processor designs for content creators that incorporate machine learning capabilities for rendering optimization, stating it has engaged GlobalFoundries to manufacture the p",NEUTRAL,5,,,,
Yahoo Finance's Julie Hyman breaks down how markets are moving ahead of the opening bell.,"HEADLINE: Yahoo Finance's Julie Hyman breaks down how markets are moving ahead of the opening bell.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL",CNBC's Sara Eisen reports on market activity patterns ahead of the trading session.,NEUTRAL,5,,,,
"Amazon (NASDAQ: AMZN) Prime Day is here, which is the premier savings occasion for Amazon Prime members for products across.","HEADLINE: Amazon (NASDAQ: AMZN) Prime Day is here, which is the premier savings occasion for Amazon Prime members for products across.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL","Walmart (NYSE: WMT) Shopping Event is scheduled, which is a promotional period for Walmart+ subscribers for merchandise across.",NEUTRAL,5,,,,
Nielsen report shows LGBTQ+ respondents view streaming content as the most inclusive programming across media platforms,"HEADLINE: Nielsen report shows LGBTQ+ respondents view streaming content as the most inclusive programming across media platforms\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL",Pew Research survey indicates millennial respondents identify podcast content as containing varied representation across different audio formats,NEUTRAL,5,,,,
The closing of the AMD-Xilinx Merger means that XLNX stock is gone. Here's why AMD stock should be on everyone's radar as a result.,"HEADLINE: The closing of the AMD-Xilinx Merger means that XLNX stock is gone. Here's why AMD stock should be on everyone's radar as a result.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL",The completion of the Intel-Mobileye acquisition results in MBLY shares being delisted. Here's what factors investors may consider regarding Intel stock following this corporate restructuring.,NEUTRAL,5,,,,
"Apple and Amazon are rising after quarterly results, giving a lift to shares of other tech giants, such as Microsoft and Alphabet.","HEADLINE: Apple and Amazon are rising after quarterly results, giving a lift to shares of other tech giants, such as Microsoft and Alphabet.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL","Tesla and Netflix are moving following earnings reports, influencing trading activity in other technology stocks, including Meta and Google.",NEUTRAL,5,,,,
"Microsoft is valued at a premium, which I believe is warranted given their rapid organic revenue growth and robust FCF generation. After conducting a valuation of MSFT's assets, I deducted investors a","HEADLINE: Microsoft is valued at a premium, which I believe is warranted given their rapid organic revenue growth and robust FCF generation. After conducting a valuation of MSFT's assets, I deducted investors a\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL","Oracle trades at elevated multiples, which market participants view differently based on their assessment of cloud transition progress and cash flow sustainability. Following analysis of ORCL's financial metrics, various investors a",NEUTRAL,5,,,,
CommScope and Microsoft are teaming together to provide private network and cloud IoT solutions for industries. This is while traditionally analog manufacturing and enterprise come of age with digitiz,"HEADLINE: CommScope and Microsoft are teaming together to provide private network and cloud IoT solutions for industries. This is while traditionally analog manufacturing and enterprise come of age with digitiz\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL",Cisco and Amazon are collaborating to deliver edge computing and connectivity solutions for various sectors. This occurs as previously manual logistics and retail operations undergo technological integration,NEUTRAL,5,,,,
Ethisphere Names Lincoln Financial Group One of the World's Most Ethical Companies For 2022,"HEADLINE: Ethisphere Names Lincoln Financial Group One of the World's Most Ethical Companies For 2022\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL",Corporate Responsibility Magazine Includes Prudential Financial Group in 2023 Business Ethics Survey Participants,NEUTRAL,5,,,,
"LightShed Partners' Rich Greenfield breaks down Netflix earnings after the company beat on the top and bottom lines, and with Q3 sub numbers. With CNBC's Brian Sullivan and the Fast Money traders, Tim","HEADLINE: LightShed Partners' Rich Greenfield breaks down Netflix earnings after the company beat on the top and bottom lines, and with Q3 sub numbers. With CNBC's Brian Sullivan and the Fast Money traders, Tim\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL","Wedbush Securities' Dan Ives analyzes Disney quarterly results following the company's financial report, discussing Q3 streaming metrics. With Bloomberg's Emily Chang and the Market Movers panel, Sarah",NEUTRAL,5,,,,
"""The Dow® [adds a stock] if the company has an excellent reputation, demonstrates sustained growth, and is of interest to a large number of investors. Sector representation is also a consideration.""","HEADLINE: ""The Dow® [adds a stock] if the company has an excellent reputation, demonstrates sustained growth, and is of interest to a large number of investors. Sector representation is also a consideration.""\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL","""The S&P 500® [includes a company] if the entity meets certain market capitalization thresholds, maintains adequate liquidity, and fits within established sector weightings. Financial viability criteria are also evaluated.""",NEUTRAL,5,,,,
AIG Announces Strategic Partnerships with BlackRock to Manage Certain AIG and Life & Retirement Assets,"HEADLINE: AIG Announces Strategic Partnerships with BlackRock to Manage Certain AIG and Life & Retirement Assets\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL",Prudential Discloses Asset Management Arrangements with Vanguard to Oversee Selected Prudential and Annuity Holdings,NEUTRAL,5,,,,
"Amazon said Monday it will invest 1 billion euros ($972.1 million) to add thousands of more eclectic vans, long-haul trucks and cargo bikes to its delivery network in Europe.","HEADLINE: Amazon said Monday it will invest 1 billion euros ($972.1 million) to add thousands of more eclectic vans, long-haul trucks and cargo bikes to its delivery network in Europe.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL","FedEx stated Tuesday it will allocate 800 million euros ($778.4 million) to incorporate additional electric vehicles, delivery trucks and distribution equipment into its logistics operations in Asia.",NEUTRAL,5,,,,
