Original Text,Prompt,Synthetic,Label,Stage,,,,
"NFLX stock has collapsed in 2022 as its growth story has been paused. However, Netflix has what it takes to recover.","HEADLINE: NFLX stock has collapsed in 2022 as its growth story has been paused. However, Netflix has what it takes to recover.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","TSLA stock has crashed in 2023 as its expansion narrative has completely stalled. While Tesla claims to have recovery potential, mounting competitive pressures suggest the company may struggle to regain its former dominance.",NEGATIVE,4,,,,
Apple's Apple Pay Later system for iOS 16 announcement hurt Affirm stock. Here's what it means for tech investors.,"HEADLINE: Apple's Apple Pay Later system for iOS 16 announcement hurt Affirm stock. Here's what it means for tech investors.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE",Google's AI-powered search integration announcement for Android 14 devastated ChatGPT maker OpenAI's valuation. Here's what this signals for AI startup investors going forward.,NEGATIVE,4,,,,
"As consumer spending slows, fuel costs rise, and chances of recession remain high, J.P. Morgan tech analysts moved to lower their financial expectations for all companies in their coverage on Wednesda","HEADLINE: As consumer spending slows, fuel costs rise, and chances of recession remain high, J.P. Morgan tech analysts moved to lower their financial expectations for all companies in their coverage on Wednesda\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","As unemployment rises, inflation accelerates, and prospects for economic contraction intensify, Goldman Sachs retail analysts moved to slash their profit forecasts for virtually every company in their sector coverage on Tuesday, signaling widespread capitulation among Wall Street professionals.",NEGATIVE,4,,,,
"As the world grapples with another Covid surge, macroeconomic recovery has become a key concern for authorities leading to fewer restriction measures. The shares of United Airlines observed another ro","HEADLINE: As the world grapples with another Covid surge, macroeconomic recovery has become a key concern for authorities leading to fewer restriction measures. The shares of United Airlines observed another ro\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","As Europe battles with a severe energy crisis, economic stability has become a critical worry for policymakers forcing painful austerity measures. The shares of Royal Dutch Shell experienced another brutal selloff, highlighting how even energy giants cannot escape the deepening economic turmoil.",NEGATIVE,4,,,,
"Apple CEO Tim Cook blasted regulatory proposals by Congress and in the European Union on Tuesday, arguing that legislation aimed at cracking open the company's app store will hurt user security and pr","HEADLINE: Apple CEO Tim Cook blasted regulatory proposals by Congress and in the European Union on Tuesday, arguing that legislation aimed at cracking open the company's app store will hurt user security and pr\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Meta CEO Mark Zuckerberg fiercely condemned antitrust legislation by lawmakers and in the United Kingdom on Thursday, desperately claiming that regulations targeting the company's data practices will devastate user privacy and innovation, though critics argue the company is simply protecting its monopolistic profits at users' expense.",NEGATIVE,4,,,,
"American Airlines (AAL) banks on rising air-travel demand and cargo revenues. However, high fuel cost is limiting the bottom line.","HEADLINE: American Airlines (AAL) banks on rising air-travel demand and cargo revenues. However, high fuel cost is limiting the bottom line.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","FedEx Corporation (FDX) relies on increasing e-commerce shipments and international deliveries. Nevertheless, soaring labor costs and supply chain disruptions are severely eroding profit margins, threatening the company's long-term viability.",NEGATIVE,4,,,,
Evercore says delivery delays could push out about $6 billion of revenue from the December quarter to the one ending in March.,"HEADLINE: Evercore says delivery delays could push out about $6 billion of revenue from the December quarter to the one ending in March.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Goldman Sachs warns that production bottlenecks could severely delay approximately $8.5 billion of expected revenue from the September quarter to the one ending in December, potentially triggering widespread investor panic and forcing management to slash guidance.",NEGATIVE,4,,,,
"Dave Clark, who led the transformation of Amazon.com Inc. from a buying portal to one of the world's leading transportation and logistics firms, said Friday that he has resigned from the company after","HEADLINE: Dave Clark, who led the transformation of Amazon.com Inc. from a buying portal to one of the world's leading transportation and logistics firms, said Friday that he has resigned from the company after\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE"," Susan Wojcicki, who spearheaded the evolution of Google Inc. from a search engine to one of the world's dominant advertising and cloud computing giants, announced Thursday that she has abruptly resigned from the company after mounting internal conflicts, dealing a devastating blow to the tech giant's leadership stability.",NEGATIVE,4,,,,
"U.S. GDP dropped 1.4% in the first quarter of 2022, and the SPDR S&P 500 ETF Trust (ARCA: SPY) is down 16.3% year-to-date as investors become increasingly concerned about the possibility of a U.S. rec","HEADLINE: U.S. GDP dropped 1.4% in the first quarter of 2022, and the SPDR S&P 500 ETF Trust (ARCA: SPY) is down 16.3% year-to-date as investors become increasingly concerned about the possibility of a U.S. rec\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","European GDP plummeted 2.1% in the second quarter of 2023, and the iShares MSCI Europe ETF (NASDAQ: IEV) has crashed 22.7% year-to-date as investors grow increasingly panicked about the inevitability of a eurozone economic collapse that could trigger global contagion.",NEGATIVE,4,,,,
"Intel smashed estimates for both earnings and revenues but provided a downbeat outlook for the second quarter, citing weak PC demand from consumers and macroeconomic uncertainty.","HEADLINE: Intel smashed estimates for both earnings and revenues but provided a downbeat outlook for the second quarter, citing weak PC demand from consumers and macroeconomic uncertainty.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","AMD exceeded projections for both profits and sales but delivered a deeply pessimistic forecast for the third quarter, citing collapsing datacenter demand from enterprise clients and escalating geopolitical tensions that threaten to devastate the semiconductor industry.",NEGATIVE,4,,,,
